MonthYear,Code,Country,Continent,WHO_region,Monthly New Deaths,Monthly Vaccinations,Population,New_Deaths_per_100K,Vaccinated_per_1M
9/1/2021,Mexico,Mexico,Latin America and the Caribbean,AMRO,17182,15909914,131303955,13.08566829,121168.5817
9/1/2021,Netherlands,Netherlands,Europe,EURO,170,671745,17201245,0.988300556,39052.11512
9/1/2021,Poland,Poland,Europe,EURO,302,1031028,37774045,0.799490761,27294.6146
9/1/2021,Spain,Spain,Europe,EURO,1598,4598937,46786482,3.415516473,98296.27712
9/1/2021,Turkey,Turkey,Asia,EURO,7380,15727413,85927644,8.588621375,183030.8882
9/1/2021,United Kingdom,United Kingdom,,EURO,4049,3113584,68510300,5.910060239,45446.94739
9/1/2021,United States,United States,,AMRO,54651,21890777,334400597,16.34297322,65462.73301
9/1/2021,Vietnam,Vietnam,,WPRO,16068,41614170,98871712,16.25136217,420890.5577
10/1/2021,Argentina,Argentina,Latin America and the Caribbean,AMRO,324,8577483,45921761,0.705547856,186784.7141
10/1/2021,Australia,Australia,Oceania,WPRO,444,7985714,26017767,1.70652616,306933.1046
10/1/2021,Brazil,Brazil,Latin America and the Caribbean,AMRO,12016,42060265,215204501,5.583526341,195443.2403
10/1/2021,Colombia,Colombia,Latin America and the Caribbean,AMRO,1006,6789592,51832231,1.940877289,130991.699
10/1/2021,France,France,Europe,EURO,839,4379568,65526369,1.280400567,66836.72645
10/1/2021,Germany,Germany,Europe,EURO,3469,4258440,84252947,4.117363396,50543.51393
10/1/2021,India,India,Asia,SEARO,10124,177588227,1403754381,0.721208791,126509.473
10/1/2021,Indonesia,Indonesia,Asia,SEARO,1466,50910520,278586508,0.526227925,182745.8206
10/1/2021,Iran,Iran,,EMRO,11932,65272086,85874667,13.89466814,760085.4627
10/1/2021,Italy,Italy,Europe,EURO,1204,5204532,60306185,1.996478471,86301.79475
10/1/2021,Japan,Japan,Asia,WPRO,656,26524556,125798669,0.521468156,210849.2579
10/1/2021,Mexico,Mexico,Latin America and the Caribbean,AMRO,8544,20419186,131303955,6.507039335,155510.8222
10/1/2021,Netherlands,Netherlands,Europe,EURO,229,488614,17201245,1.331298984,28405.73458
10/1/2021,Poland,Poland,Europe,EURO,1349,1739898,37774045,3.571235222,46060.67473
10/1/2021,Spain,Spain,Europe,EURO,596,1847068,46786482,1.273872227,39478.66822
10/1/2021,Turkey,Turkey,Asia,EURO,6572,7591721,85927644,7.64829535,88350.15888
10/1/2021,United Kingdom,United Kingdom,,EURO,4115,9125877,68510300,6.006396119,133204.4525
10/1/2021,United States,United States,,AMRO,48543,28658961,334400597,14.51642145,85702.48157
10/1/2021,Vietnam,Vietnam,,WPRO,5864,76958978,98871712,5.930917834,778372.0585
11/1/2021,Argentina,Argentina,Latin America and the Caribbean,AMRO,379,8256342,45921761,0.825316782,179791.4936
11/1/2021,Australia,Australia,Oceania,WPRO,275,3931646,26017767,1.056970031,151113.8908
11/1/2021,Brazil,Brazil,Latin America and the Caribbean,AMRO,6816,30471887,215204501,3.167220002,141595.0264
11/1/2021,Colombia,Colombia,Latin America and the Caribbean,AMRO,1212,9588126,51832231,2.338313394,184983.8569
11/1/2021,France,France,Europe,EURO,1313,5776303,65526369,2.003773473,88152.34368
11/1/2021,Germany,Germany,Europe,EURO,10182,10278872,84252947,12.08503722,122000.148
11/1/2021,India,India,Asia,SEARO,10794,171062063,1403754381,0.768937939,121860.3947
11/1/2021,Indonesia,Indonesia,Asia,SEARO,425,43714024,278586508,0.152555845,156913.6435
11/1/2021,Iran,Iran,,EMRO,7170,40289964,85874667,8.349377355,469171.7058
11/1/2021,Italy,Italy,Europe,EURO,1665,6060688,60306185,2.760910842,100498.6139
11/1/2021,Japan,Japan,Asia,WPRO,98,9191310,125798669,0.077902255,73063.65062
11/1/2021,Mexico,Mexico,Latin America and the Caribbean,AMRO,4320,12007815,131303955,3.290076068,91450.52028
11/1/2021,Netherlands,Netherlands,Europe,EURO,950,689929,17201245,5.522856049,40109.24791
11/1/2021,Poland,Poland,Europe,EURO,6577,2533603,37774045,17.41142628,67072.58913
11/1/2021,Spain,Spain,Europe,EURO,613,4348206,46786482,1.310207508,92937.22918
11/1/2021,Turkey,Turkey,Asia,EURO,6225,4104110,85927644,7.244467217,47762.39414
11/1/2021,United Kingdom,United Kingdom,,EURO,4341,11927826,68510300,6.336273524,174102.6678
11/1/2021,United States,United States,,AMRO,31281,41026122,334400597,9.354349329,122685.5525
11/1/2021,Vietnam,Vietnam,,WPRO,6050,80825662,98871712,6.119040399,817480.1504
12/1/2021,Argentina,Argentina,Latin America and the Caribbean,AMRO,974,8061883,45921761,2.120998801,175556.9217
12/1/2021,Australia,Australia,Oceania,WPRO,229,3285906,26017767,0.880167772,126294.697
12/1/2021,Brazil,Brazil,Latin America and the Caribbean,AMRO,4539,22950246,215204501,2.10915663,106643.894
12/1/2021,Colombia,Colombia,Latin America and the Caribbean,AMRO,1429,7750301,51832231,2.756971815,149526.6719
12/1/2021,France,France,Europe,EURO,4417,17379238,65526369,6.740797739,265225.1035
12/1/2021,Germany,Germany,Europe,EURO,8891,26776424,84252947,10.5527466,317809.9396
12/1/2021,India,India,Asia,SEARO,12100,213102599,1403754381,0.861974158,151809.0357
12/1/2021,Indonesia,Indonesia,Asia,SEARO,264,38568889,278586508,0.094764101,138444.9278
12/1/2021,Iran,Iran,,EMRO,3722,24970214,85874667,4.334223503,290775.0897
12/1/2021,Italy,Italy,Europe,EURO,3508,14170668,60306185,5.816982122,234978.6842
12/1/2021,Japan,Japan,Asia,WPRO,34,2755473,125798669,0.027027313,21903.8327
12/1/2021,Mexico,Mexico,Latin America and the Caribbean,AMRO,3788,16661056,131303955,2.884909293,126889.2167
12/1/2021,Netherlands,Netherlands,Europe,EURO,1539,3940266,17201245,8.9470268,229068.6517
12/1/2021,Poland,Poland,Europe,EURO,13467,5105973,37774045,35.65146386,135171.465
12/1/2021,Spain,Spain,Europe,EURO,1935,7454655,46786482,4.135809997,159333.5229
12/1/2021,Turkey,Turkey,Asia,EURO,5563,9896888,85927644,6.474051587,115176.9971
12/1/2021,United Kingdom,United Kingdom,,EURO,3724,17496813,68510300,5.435679015,255389.5254
12/1/2021,United States,United States,,AMRO,43004,45657974,334400597,12.86002489,136536.7598
12/1/2021,Vietnam,Vietnam,,WPRO,14226,58854748,98871712,14.38834194,595263.7697
1/1/2022,Argentina,Argentina,Latin America and the Caribbean,AMRO,7656,10735912,45921761,16.67183451,233787.0275
1/1/2022,Australia,Australia,Oceania,WPRO,1490,6914955,26017767,5.726855806,265778.1892
1/1/2022,Brazil,Brazil,Latin America and the Caribbean,AMRO,7707,29675977,215204501,3.581244799,137896.6372
1/1/2022,Colombia,Colombia,Latin America and the Caribbean,AMRO,3966,7086439,51832231,7.651609671,136718.7725
1/1/2022,France,France,Europe,EURO,6811,13439672,65526369,10.39428875,205103.2616
1/1/2022,Germany,Germany,Europe,EURO,3653,15736014,84252947,4.335753383,186771.0811
1/1/2022,India,India,Asia,SEARO,13970,218214711,1403754381,0.995188346,155450.7783
1/1/2022,Indonesia,Indonesia,Asia,SEARO,226,41539088,278586508,0.081123814,149106.6035
1/1/2022,Iran,Iran,,EMRO,1704,27536416,85874667,1.984287171,320658.1983
1/1/2022,Italy,Italy,Europe,EURO,8902,17194828,60306185,14.76133833,285125.4477
1/1/2022,Japan,Japan,Asia,WPRO,371,5206751,125798669,0.29491568,41389.55556
1/1/2022,Mexico,Mexico,Latin America and the Caribbean,AMRO,8857,15581187,131303955,6.745417531,118665.0242
1/1/2022,Netherlands,Netherlands,Europe,EURO,374,4698072,17201245,2.174261224,273123.9512
1/1/2022,Poland,Poland,Europe,EURO,8140,4792406,37774045,21.54918807,126870.3418
1/1/2022,Spain,Spain,Europe,EURO,5519,6219429,46786482,11.79614231,132932.179
1/1/2022,Turkey,Turkey,Asia,EURO,5036,11597369,85927644,5.860744884,134966.682
1/1/2022,United Kingdom,United Kingdom,,EURO,7890,5620412,68510300,11.51651649,82037.47466
1/1/2022,United States,United States,,AMRO,64813,29920799,334400597,19.38184339,89475.91382
1/1/2022,Vietnam,Vietnam,,WPRO,11000,63800912,98871712,11.125528,645289.8479
2/1/2022,Argentina,Argentina,Latin America and the Caribbean,AMRO,2206,5874715,45921761,4.803822745,127928.783
2/1/2022,Australia,Australia,Oceania,WPRO,1443,4561982,26017767,5.546210019,175341.0275
2/1/2022,Brazil,Brazil,Latin America and the Caribbean,AMRO,22389,30810385,215204501,10.40359281,143167.9396
2/1/2022,Colombia,Colombia,Latin America and the Caribbean,AMRO,4766,5631124,51832231,9.195050856,108641.3587
2/1/2022,France,France,Europe,EURO,7283,4540434,65526369,11.11460945,69291.70759
2/1/2022,Germany,Germany,Europe,EURO,6168,5188853,84252947,7.320812173,61586.60539
2/1/2022,India,India,Asia,SEARO,18793,121784482,1403754381,1.338766971,86756.26139
2/1/2022,Indonesia,Indonesia,Asia,SEARO,4015,31994297,278586508,1.441204037,114845.1059
2/1/2022,Iran,Iran,,EMRO,8414,20148484,85874667,9.798000148,234626.6333
2/1/2022,Italy,Italy,Europe,EURO,8411,6804194,60306185,13.94715981,112827.4654
2/1/2022,Japan,Japan,Asia,WPRO,4506,19944316,125798669,3.581913891,158541.5502
2/1/2022,Mexico,Mexico,Latin America and the Caribbean,AMRO,10420,16191171,131303955,7.935785331,123310.6116
2/1/2022,Netherlands,Netherlands,Europe,EURO,286,530268,17201245,1.662670347,30827.30349
2/1/2022,Poland,Poland,Europe,EURO,6120,1908816,37774045,16.20160086,50532.47541
2/1/2022,Spain,Spain,Europe,EURO,4740,2678588,46786482,10.13113147,57251.32315
2/1/2022,Turkey,Turkey,Asia,EURO,6998,3857047,85927644,8.144061299,44887.14947
2/1/2022,United Kingdom,United Kingdom,,EURO,5162,1876381,68510300,7.534633478,27388.30512
2/1/2022,United States,United States,,AMRO,63541,11678625,334400597,19.00146129,34924.05547
2/1/2022,Vietnam,Vietnam,,WPRO,4952,25771314,98871712,5.008510422,260654.0686
3/1/2022,Argentina,Argentina,Latin America and the Caribbean,AMRO,283,2647149,45921761,0.616265565,57644.76236
3/1/2022,Australia,Australia,Oceania,WPRO,803,2245855,26017767,3.086352491,86320.05199
3/1/2022,Brazil,Brazil,Latin America and the Caribbean,AMRO,10328,20855831,215204501,4.799156129,96911.68588
3/1/2022,Colombia,Colombia,Latin America and the Caribbean,AMRO,997,3367718,51832231,1.923513576,64973.43323
3/1/2022,France,France,Europe,EURO,3895,955870,65526369,5.94417188,14587.56245
3/1/2022,Germany,Germany,Europe,EURO,7300,2019973,84252947,8.664385354,23975.10202
3/1/2022,India,India,Asia,SEARO,7286,60611311,1403754381,0.51903667,43178.00309
3/1/2022,Indonesia,Indonesia,Asia,SEARO,6754,29635420,278586508,2.424381586,106377.8006
3/1/2022,Iran,Iran,,EMRO,7054,11048230,85874667,8.214296773,128655.2878
3/1/2022,Italy,Italy,Europe,EURO,4664,1916664,60306185,7.733866767,31782.21272
3/1/2022,Japan,Japan,Asia,WPRO,4740,27000223,125798669,3.767925398,214630.4346
3/1/2022,Mexico,Mexico,Latin America and the Caribbean,AMRO,1832,9697954,131303955,1.395235962,73858.81103
3/1/2022,Netherlands,Netherlands,Europe,EURO,410,109969,17201245,2.3835484,6393.083756
3/1/2022,Poland,Poland,Europe,EURO,3854,610678,37774045,10.20277283,16166.60329
3/1/2022,Spain,Spain,Europe,EURO,1751,1204960,46786482,3.742534008,25754.44762
3/1/2022,Turkey,Turkey,Asia,EURO,3745,1343587,85927644,4.358318029,15636.2602
3/1/2022,United Kingdom,United Kingdom,,EURO,5476,1122972,68510300,7.992958723,16391.28715
3/1/2022,United States,United States,,AMRO,29814,5122863,334400597,8.915653939,15319.53904
3/1/2022,Vietnam,Vietnam,,WPRO,4620,16993492,98871712,4.672721759,171874.1555
4/1/2022,Argentina,Argentina,Latin America and the Caribbean,AMRO,221,0,45921761,0.481253321,0
4/1/2022,Australia,Australia,Oceania,WPRO,1227,0,26017767,4.716008103,0
4/1/2022,Brazil,Brazil,Latin America and the Caribbean,AMRO,3984,0,215204501,1.851262395,0
4/1/2022,Colombia,Colombia,Latin America and the Caribbean,AMRO,194,0,51832231,0.374284487,0
4/1/2022,France,France,Europe,EURO,3676,0,65526369,5.609955284,0
4/1/2022,Germany,Germany,Europe,EURO,3833,0,84252947,4.549395762,0
4/1/2022,India,India,Asia,SEARO,2674,0,1403754381,0.190489165,0
4/1/2022,Indonesia,Indonesia,Asia,SEARO,1168,0,278586508,0.419259356,0
4/1/2022,Iran,Iran,,EMRO,1828,0,85874667,2.128683655,0
4/1/2022,Italy,Italy,Europe,EURO,4153,0,60306185,6.88652416,0
4/1/2022,Japan,Japan,Asia,WPRO,1538,0,125798669,1.222588452,0
4/1/2022,Mexico,Mexico,Latin America and the Caribbean,AMRO,335,0,131303955,0.255133214,0
4/1/2022,Netherlands,Netherlands,Europe,EURO,287,0,17201245,1.66848388,0
4/1/2022,Poland,Poland,Europe,EURO,886,0,37774045,2.345525876,0
4/1/2022,Spain,Spain,Europe,EURO,1427,0,46786482,3.050026288,0
4/1/2022,Turkey,Turkey,Asia,EURO,783,0,85927644,0.91123178,0
4/1/2022,United Kingdom,United Kingdom,,EURO,7342,0,68510300,10.71663677,0
4/1/2022,United States,United States,,AMRO,13122,0,334400597,3.924036057,0
4/1/2022,Vietnam,Vietnam,,WPRO,1168,0,98871712,1.181328791,0
5/1/2022,Argentina,Argentina,Latin America and the Caribbean,AMRO,347,0,45921761,0.755633043,0
5/1/2022,Australia,Australia,Oceania,WPRO,1280,0,26017767,4.919715055,0
5/1/2022,Brazil,Brazil,Latin America and the Caribbean,AMRO,3228,0,215204501,1.499968628,0
5/1/2022,Colombia,Colombia,Latin America and the Caribbean,AMRO,65,0,51832231,0.125404596,0
5/1/2022,France,France,Europe,EURO,2323,0,65526369,3.545137683,0
5/1/2022,Germany,Germany,Europe,EURO,1155,0,84252947,1.370871929,0
5/1/2022,India,India,Asia,SEARO,827,0,1403754381,0.05891344,0
5/1/2022,Indonesia,Indonesia,Asia,SEARO,334,0,278586508,0.119890946,0
5/1/2022,Iran,Iran,,EMRO,476,0,85874667,0.554296181,0
5/1/2022,Italy,Italy,Europe,EURO,3254,0,60306185,5.395798126,0
5/1/2022,Japan,Japan,Asia,WPRO,1034,0,125798669,0.821948283,0
5/1/2022,Mexico,Mexico,Latin America and the Caribbean,AMRO,153,0,131303955,0.116523527,0
5/1/2022,Netherlands,Netherlands,Europe,EURO,76,0,17201245,0.441828484,0
5/1/2022,Poland,Poland,Europe,EURO,262,0,37774045,0.693597945,0
5/1/2022,Spain,Spain,Europe,EURO,1832,0,46786482,3.915660938,0
5/1/2022,Turkey,Turkey,Asia,EURO,201,0,85927644,0.233917737,0
5/1/2022,United Kingdom,United Kingdom,,EURO,3150,0,68510300,4.597848791,0
5/1/2022,United States,United States,,AMRO,9670,0,334400597,2.891741249,0
5/1/2022,Vietnam,Vietnam,,WPRO,80,0,98871712,0.080912931,0
6/1/2022,Argentina,Argentina,Latin America and the Caribbean,AMRO,105,0,45921761,0.228649768,0
6/1/2022,Australia,Australia,Oceania,WPRO,748,0,26017767,2.874958485,0
6/1/2022,Brazil,Brazil,Latin America and the Caribbean,AMRO,2240,0,215204501,1.040870423,0
6/1/2022,Colombia,Colombia,Latin America and the Caribbean,AMRO,40,0,51832231,0.077172059,0
6/1/2022,France,France,Europe,EURO,712,0,65526369,1.086585463,0
6/1/2022,Germany,Germany,Europe,EURO,174,0,84252947,0.206520966,0
6/1/2022,India,India,Asia,SEARO,187,0,1403754381,0.013321419,0
6/1/2022,Indonesia,Indonesia,Asia,SEARO,88,0,278586508,0.031588034,0
6/1/2022,Iran,Iran,,EMRO,94,0,85874667,0.109461851,0
6/1/2022,Italy,Italy,Europe,EURO,986,0,60306185,1.634989844,0
6/1/2022,Japan,Japan,Asia,WPRO,398,0,125798669,0.316378546,0
6/1/2022,Mexico,Mexico,Latin America and the Caribbean,AMRO,120,0,131303955,0.091391002,0
6/1/2022,Netherlands,Netherlands,Europe,EURO,23,0,17201245,0.133711252,0
6/1/2022,Poland,Poland,Europe,EURO,71,0,37774045,0.187959749,0
6/1/2022,Spain,Spain,Europe,EURO,448,0,46786482,0.957541539,0
6/1/2022,Turkey,Turkey,Asia,EURO,35,0,85927644,0.040731944,0
6/1/2022,United Kingdom,United Kingdom,,EURO,662,0,68510300,0.966278063,0
6/1/2022,United States,United States,,AMRO,5471,0,334400597,1.636061672,0
6/1/2022,Vietnam,Vietnam,,WPRO,10,0,98871712,0.010114116,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
